Date,Open,High,Low,Close,Volume,QuoteVolume
"12/18/2019, 1:25:00 PM",6618.78000000,6618.80000000,6613.55000000,6614.36000000,31.37600900,207586.00207291
"12/18/2019, 1:26:00 PM",6614.65000000,6615.81000000,6612.10000000,6614.33000000,50.16814500,331797.74313708
"12/18/2019, 1:27:00 PM",6614.95000000,6621.00000000,6614.12000000,6620.12000000,24.99300100,165382.69614129
"12/18/2019, 1:28:00 PM",6620.00000000,6622.97000000,6619.06000000,6622.97000000,14.25204100,94365.73194422
"12/18/2019, 1:29:00 PM",6622.93000000,6623.32000000,6618.00000000,6619.51000000,20.66263800,136786.28626011
"12/18/2019, 1:30:00 PM",6619.06000000,6621.53000000,6618.71000000,6619.94000000,26.89730100,178053.39527436
"12/18/2019, 1:31:00 PM",6619.39000000,6629.02000000,6618.37000000,6629.01000000,55.45526900,367279.40717792
"12/18/2019, 1:32:00 PM",6628.80000000,6639.77000000,6628.80000000,6634.03000000,164.07757900,1088953.99704244
"12/18/2019, 1:33:00 PM",6634.03000000,6635.63000000,6631.64000000,6634.59000000,23.78550300,157799.18947287
"12/18/2019, 1:34:00 PM",6633.56000000,6635.33000000,6630.30000000,6631.87000000,25.89482200,171742.21311768
"12/18/2019, 1:35:00 PM",6631.89000000,6644.04000000,6631.86000000,6643.65000000,42.21541400,280304.56521129
"12/18/2019, 1:36:00 PM",6642.99000000,6649.10000000,6640.91000000,6641.15000000,47.14801900,313247.22723395
"12/18/2019, 1:37:00 PM",6641.97000000,6645.88000000,6639.18000000,6644.86000000,67.57630400,448803.04336089
"12/18/2019, 1:38:00 PM",6643.95000000,6649.10000000,6642.12000000,6649.00000000,12.57301100,83562.68843703
"12/18/2019, 1:39:00 PM",6649.11000000,6650.00000000,6646.00000000,6646.95000000,31.51023300,209479.27802170
"12/18/2019, 1:40:00 PM",6647.91000000,6651.12000000,6644.33000000,6650.72000000,41.91260000,278651.25682426
"12/18/2019, 1:41:00 PM",6650.71000000,6654.05000000,6647.11000000,6648.07000000,33.96849900,225904.58468550
"12/18/2019, 1:42:00 PM",6648.02000000,6649.01000000,6640.27000000,6642.39000000,26.15108800,173778.33307794
"12/18/2019, 1:43:00 PM",6642.85000000,6643.40000000,6640.31000000,6641.65000000,21.24922800,141132.01437670
"12/18/2019, 1:44:00 PM",6642.53000000,6642.53000000,6636.79000000,6636.79000000,12.11408800,80441.16664888
"12/18/2019, 1:45:00 PM",6636.31000000,6641.55000000,6636.10000000,6639.60000000,40.67426000,270070.46272071
"12/18/2019, 1:46:00 PM",6640.15000000,6641.56000000,6638.60000000,6641.56000000,26.23779900,174241.60109797
"12/18/2019, 1:47:00 PM",6642.26000000,6650.00000000,6642.10000000,6649.01000000,14.07675300,93583.03005042
"12/18/2019, 1:48:00 PM",6648.86000000,6649.46000000,6647.06000000,6647.18000000,10.45563200,69513.02255066
"12/18/2019, 1:49:00 PM",6647.70000000,6656.03000000,6647.41000000,6653.48000000,30.66932300,203978.74416872
"12/18/2019, 1:50:00 PM",6653.48000000,6655.15000000,6649.17000000,6650.21000000,143.99709200,958170.77561728
"12/18/2019, 1:51:00 PM",6649.97000000,6650.20000000,6646.25000000,6647.10000000,24.53108800,163088.10607517
"12/18/2019, 1:52:00 PM",6647.10000000,6648.91000000,6644.91000000,6645.11000000,23.08457200,153432.71928119
"12/18/2019, 1:53:00 PM",6645.11000000,6646.02000000,6643.39000000,6644.73000000,19.83716700,131814.15133006
"12/18/2019, 1:54:00 PM",6644.54000000,6644.55000000,6640.55000000,6641.70000000,17.54483000,116544.41266223
"12/18/2019, 1:55:00 PM",6640.58000000,6641.79000000,6639.04000000,6639.83000000,26.95535300,179000.34649843
"12/18/2019, 1:56:00 PM",6638.84000000,6639.81000000,6635.26000000,6636.13000000,22.28371900,147907.27680131
"12/18/2019, 1:57:00 PM",6635.26000000,6637.97000000,6635.26000000,6636.24000000,24.51272000,162683.86474849
"12/18/2019, 1:58:00 PM",6636.24000000,6636.77000000,6635.02000000,6636.20000000,13.84319600,91865.72276923
"12/18/2019, 1:59:00 PM",6636.20000000,6636.23000000,6635.00000000,6635.74000000,15.39154200,102132.71644010
"12/18/2019, 2:00:00 PM",6635.50000000,6642.61000000,6635.50000000,6642.58000000,48.00035300,318714.74388983
"12/18/2019, 2:01:00 PM",6641.81000000,6644.28000000,6640.76000000,6641.43000000,25.56160100,169789.66345443
"12/18/2019, 2:02:00 PM",6641.43000000,6642.44000000,6635.75000000,6639.33000000,45.22073700,300280.41544959
"12/18/2019, 2:03:00 PM",6639.30000000,6640.07000000,6631.79000000,6632.72000000,33.13900400,219906.58839684
"12/18/2019, 2:04:00 PM",6632.15000000,6634.24000000,6631.96000000,6631.97000000,21.21757000,140724.42883387
"12/18/2019, 2:05:00 PM",6631.96000000,6631.98000000,6629.62000000,6629.80000000,19.61659500,130069.47579147
"12/18/2019, 2:06:00 PM",6629.80000000,6630.91000000,6625.00000000,6625.01000000,38.94271400,258118.20490289
"12/18/2019, 2:07:00 PM",6626.31000000,6628.18000000,6623.96000000,6626.25000000,17.71543900,117386.69046225
"12/18/2019, 2:08:00 PM",6627.09000000,6627.12000000,6623.18000000,6623.92000000,14.24466700,94379.72700712
"12/18/2019, 2:09:00 PM",6624.31000000,6624.79000000,6621.21000000,6621.21000000,14.77934400,97884.73998828
"12/18/2019, 2:10:00 PM",6621.50000000,6622.70000000,6618.13000000,6621.03000000,24.69445700,163494.21715972
"12/18/2019, 2:11:00 PM",6621.73000000,6623.25000000,6620.00000000,6621.90000000,21.07931200,139584.84739539
"12/18/2019, 2:12:00 PM",6621.44000000,6622.60000000,6617.17000000,6619.72000000,36.36527500,240762.98981085
"12/18/2019, 2:13:00 PM",6619.72000000,6620.84000000,6611.93000000,6612.80000000,58.03739800,384095.68803538
"12/18/2019, 2:14:00 PM",6612.40000000,6622.01000000,6611.41000000,6620.46000000,36.37516700,240702.00532185
"12/18/2019, 2:15:00 PM",6619.87000000,6620.42000000,6615.49000000,6617.37000000,34.46870400,228113.68740126
"12/18/2019, 2:16:00 PM",6615.49000000,6620.69000000,6614.00000000,6620.68000000,36.76815100,243255.74119149
"12/18/2019, 2:17:00 PM",6620.68000000,6626.68000000,6619.72000000,6626.31000000,22.32786300,147890.72455851
"12/18/2019, 2:18:00 PM",6626.31000000,6632.14000000,6625.90000000,6628.00000000,32.75903400,217148.14809650
"12/18/2019, 2:19:00 PM",6628.37000000,6631.06000000,6624.35000000,6626.46000000,20.39781900,135189.97401647
"12/18/2019, 2:20:00 PM",6626.09000000,6627.05000000,6620.20000000,6621.52000000,8.88492300,58849.77964866
"12/18/2019, 2:21:00 PM",6620.74000000,6624.95000000,6620.09000000,6624.41000000,12.82493000,84931.42441915
"12/18/2019, 2:22:00 PM",6624.41000000,6632.00000000,6623.93000000,6629.04000000,39.59386800,262434.75440100
"12/18/2019, 2:23:00 PM",6628.82000000,6632.32000000,6625.44000000,6627.21000000,33.69359100,223326.64603882
"12/18/2019, 2:24:00 PM",6627.27000000,6633.98000000,6627.27000000,6630.71000000,33.43503800,221664.95782249
"12/18/2019, 2:25:00 PM",6630.06000000,6631.10000000,6626.52000000,6627.10000000,13.57971400,90007.60997405
"12/18/2019, 2:26:00 PM",6627.12000000,6630.00000000,6626.17000000,6627.10000000,18.98020900,125804.83141116
"12/18/2019, 2:27:00 PM",6627.10000000,6629.93000000,6627.08000000,6629.32000000,13.15949700,87229.27921054
"12/18/2019, 2:28:00 PM",6628.76000000,6629.06000000,6627.07000000,6627.21000000,7.96976400,52822.48875478
"12/18/2019, 2:29:00 PM",6627.11000000,6627.11000000,6622.24000000,6623.47000000,12.94927300,85777.57559333
"12/18/2019, 2:30:00 PM",6624.02000000,6624.02000000,6621.17000000,6622.00000000,13.29235700,88034.82370214
"12/18/2019, 2:31:00 PM",6621.99000000,6623.22000000,6621.53000000,6622.12000000,20.90633700,138449.40686682
"12/18/2019, 2:32:00 PM",6622.66000000,6634.07000000,6621.06000000,6630.69000000,89.07486400,590334.51032368
"12/18/2019, 2:33:00 PM",6629.70000000,6630.33000000,6626.91000000,6629.29000000,12.26398400,81299.01426597
"12/18/2019, 2:34:00 PM",6629.30000000,6635.49000000,6629.29000000,6631.57000000,24.66240100,163597.96025116
"12/18/2019, 2:35:00 PM",6632.65000000,6637.04000000,6631.63000000,6636.00000000,28.91284200,191801.44927236
"12/18/2019, 2:36:00 PM",6636.50000000,6636.53000000,6630.65000000,6630.99000000,20.82530400,138118.08804936
"12/18/2019, 2:37:00 PM",6630.73000000,6634.99000000,6629.81000000,6634.18000000,15.37426700,101985.78914734
"12/18/2019, 2:38:00 PM",6633.80000000,6640.00000000,6633.60000000,6639.99000000,23.42644100,155501.47423340
"12/18/2019, 2:39:00 PM",6639.99000000,6639.99000000,6637.15000000,6639.28000000,15.62501400,103731.41885815
"12/18/2019, 2:40:00 PM",6639.34000000,6640.00000000,6638.54000000,6639.78000000,16.77926000,111407.47554797
"12/18/2019, 2:41:00 PM",6639.79000000,6640.00000000,6636.48000000,6636.77000000,15.54408800,103191.44133835
"12/18/2019, 2:42:00 PM",6637.75000000,6639.02000000,6634.85000000,6636.88000000,24.57962900,163134.16842194
"12/18/2019, 2:43:00 PM",6636.51000000,6638.00000000,6635.04000000,6636.55000000,13.37814100,88783.42845770
"12/18/2019, 2:44:00 PM",6636.55000000,6637.36000000,6633.52000000,6636.60000000,11.51746400,76425.64838607
"12/18/2019, 2:45:00 PM",6636.20000000,6638.11000000,6635.02000000,6638.11000000,9.61160900,63786.93970417
"12/18/2019, 2:46:00 PM",6638.03000000,6649.18000000,6637.36000000,6647.46000000,86.27369200,573194.32891267
"12/18/2019, 2:47:00 PM",6646.97000000,6648.44000000,6643.66000000,6644.09000000,27.11767200,180239.00861804
"12/18/2019, 2:48:00 PM",6645.00000000,6650.00000000,6644.09000000,6646.45000000,30.52850400,202954.72908219
"12/18/2019, 2:49:00 PM",6646.70000000,6648.11000000,6644.99000000,6646.59000000,16.00276900,106361.99709236
"12/18/2019, 2:50:00 PM",6646.46000000,6647.30000000,6642.99000000,6643.90000000,16.39047200,108916.57425020
"12/18/2019, 2:51:00 PM",6643.23000000,6643.99000000,6642.18000000,6643.21000000,13.96185400,92747.74784655
"12/18/2019, 2:52:00 PM",6643.19000000,6643.19000000,6636.53000000,6637.46000000,14.86324000,98688.19680182
"12/18/2019, 2:53:00 PM",6637.46000000,6638.14000000,6634.36000000,6636.86000000,24.94599000,165549.79229838
"12/18/2019, 2:54:00 PM",6636.84000000,6636.86000000,6634.23000000,6634.75000000,7.99220300,53031.99529794
"12/18/2019, 2:55:00 PM",6634.73000000,6634.83000000,6632.28000000,6632.35000000,12.95274100,85923.73112990
"12/18/2019, 2:56:00 PM",6633.18000000,6635.84000000,6632.00000000,6635.83000000,10.21774600,67781.10919129
"12/18/2019, 2:57:00 PM",6635.41000000,6639.70000000,6634.92000000,6639.55000000,18.99432600,126068.53753082
"12/18/2019, 2:58:00 PM",6639.64000000,6644.67000000,6638.78000000,6643.62000000,22.59082700,150059.23943761
"12/18/2019, 2:59:00 PM",6643.62000000,6644.70000000,6643.01000000,6643.01000000,8.94771000,59447.26575054
"12/18/2019, 3:00:00 PM",6643.01000000,6643.81000000,6638.93000000,6638.93000000,9.75586800,64785.99716488
"12/18/2019, 3:01:00 PM",6639.39000000,6639.89000000,6633.09000000,6634.15000000,19.98116400,132594.90623494
"12/18/2019, 3:02:00 PM",6634.71000000,6636.15000000,6633.84000000,6634.50000000,15.49361900,102795.92347565
"12/18/2019, 3:03:00 PM",6634.52000000,6639.61000000,6634.50000000,6638.90000000,19.79710100,131392.97900622
"12/18/2019, 3:04:00 PM",6638.92000000,6640.99000000,6636.97000000,6640.67000000,11.02487300,73197.55095073
"12/18/2019, 3:05:00 PM",6640.67000000,6645.09000000,6640.67000000,6645.09000000,15.16303500,100741.52413590
"12/18/2019, 3:06:00 PM",6645.11000000,6648.82000000,6645.11000000,6647.00000000,19.01972200,126429.06176139
"12/18/2019, 3:07:00 PM",6646.99000000,6650.00000000,6644.13000000,6645.75000000,30.13869900,200333.62059517
"12/18/2019, 3:08:00 PM",6645.77000000,6649.96000000,6645.19000000,6649.71000000,24.01159200,159637.50706023
"12/18/2019, 3:09:00 PM",6648.88000000,6656.66000000,6648.88000000,6655.06000000,51.23339400,340856.28460165
"12/18/2019, 3:10:00 PM",6654.20000000,6655.25000000,6650.97000000,6650.98000000,55.58980600,369853.75698049
"12/18/2019, 3:11:00 PM",6650.98000000,6651.66000000,6645.66000000,6645.67000000,24.14537000,160555.97329982
"12/18/2019, 3:12:00 PM",6646.16000000,6651.64000000,6644.86000000,6651.61000000,39.98553500,265839.58470806
"12/18/2019, 3:13:00 PM",6651.62000000,6655.61000000,6650.90000000,6653.29000000,24.64832700,163996.38474843
"12/18/2019, 3:14:00 PM",6653.29000000,6653.54000000,6648.42000000,6653.36000000,52.69588800,350516.78477779
"12/18/2019, 3:15:00 PM",6652.40000000,6655.09000000,6651.69000000,6653.58000000,35.44803600,235875.52373693
"12/18/2019, 3:16:00 PM",6653.58000000,6653.90000000,6653.00000000,6653.78000000,19.80657900,131776.73019393
"12/18/2019, 3:17:00 PM",6653.66000000,6653.85000000,6645.58000000,6647.15000000,34.45881600,229136.18426039
"12/18/2019, 3:18:00 PM",6647.45000000,6648.87000000,6643.63000000,6644.12000000,21.76769200,144678.95188175
"12/18/2019, 3:19:00 PM",6644.93000000,6646.14000000,6642.00000000,6642.57000000,29.60166600,196663.18568372
"12/18/2019, 3:20:00 PM",6642.57000000,6645.11000000,6639.63000000,6640.85000000,31.15146000,206910.13059484
"12/18/2019, 3:21:00 PM",6641.17000000,6643.86000000,6639.29000000,6643.77000000,31.47678500,209046.38983262
"12/18/2019, 3:22:00 PM",6643.77000000,6645.00000000,6642.86000000,6644.06000000,24.16571500,160552.48116125
"12/18/2019, 3:23:00 PM",6644.97000000,6647.45000000,6644.14000000,6646.34000000,24.75868200,164531.13718357
"12/18/2019, 3:24:00 PM",6646.34000000,6647.22000000,6640.00000000,6640.93000000,35.36548800,234920.84197058
"12/18/2019, 3:25:00 PM",6640.93000000,6642.23000000,6639.00000000,6639.37000000,33.25493900,220822.31648617
"12/18/2019, 3:26:00 PM",6639.39000000,6639.54000000,6635.88000000,6637.63000000,19.68429800,130656.78211547
"12/18/2019, 3:27:00 PM",6638.24000000,6641.50000000,6637.67000000,6641.40000000,9.04741800,60076.86753502
"12/18/2019, 3:28:00 PM",6640.86000000,6640.99000000,6638.84000000,6638.93000000,15.34021800,101867.26565255
"12/18/2019, 3:29:00 PM",6639.29000000,6639.50000000,6634.39000000,6634.39000000,13.57714300,90111.52034064
"12/18/2019, 3:30:00 PM",6634.39000000,6638.21000000,6633.01000000,6637.61000000,16.16741400,107286.04367216
"12/18/2019, 3:31:00 PM",6636.66000000,6637.09000000,6632.15000000,6634.47000000,34.65953800,229913.01054193
"12/18/2019, 3:32:00 PM",6634.47000000,6634.92000000,6628.86000000,6628.89000000,26.49838700,175724.74742849
"12/18/2019, 3:33:00 PM",6629.14000000,6631.45000000,6628.88000000,6630.86000000,18.12833500,120194.11519109
"12/18/2019, 3:34:00 PM",6630.87000000,6633.47000000,6630.00000000,6632.57000000,9.97685100,66159.24655208
"12/18/2019, 3:35:00 PM",6633.05000000,6634.36000000,6631.65000000,6632.26000000,23.15806200,153607.75614339
"12/18/2019, 3:36:00 PM",6632.26000000,6633.95000000,6632.23000000,6633.78000000,11.90370400,78957.60865317
"12/18/2019, 3:37:00 PM",6633.78000000,6636.99000000,6632.76000000,6636.72000000,11.62773100,77150.36878435
"12/18/2019, 3:38:00 PM",6636.96000000,6636.96000000,6630.78000000,6631.99000000,24.22583900,160680.98827270
"12/18/2019, 3:39:00 PM",6631.99000000,6633.14000000,6626.13000000,6627.71000000,20.44115500,135503.03020706
"12/18/2019, 3:40:00 PM",6627.40000000,6628.19000000,6620.31000000,6627.42000000,36.19437600,239756.88939100
"12/18/2019, 3:41:00 PM",6628.14000000,6633.93000000,6625.73000000,6633.14000000,33.70819900,223466.49561006
"12/18/2019, 3:42:00 PM",6633.18000000,6642.29000000,6631.36000000,6642.15000000,44.43503000,294835.00649800
"12/18/2019, 3:43:00 PM",6642.32000000,6648.64000000,6637.83000000,6646.53000000,32.94080000,218859.08883557
"12/18/2019, 3:44:00 PM",6646.55000000,6651.47000000,6634.39000000,6636.84000000,129.44957200,859804.10528791
"12/18/2019, 3:45:00 PM",6637.08000000,6650.94000000,6634.84000000,6649.45000000,57.72098600,383467.49411678
"12/18/2019, 3:46:00 PM",6648.92000000,6668.84000000,6647.95000000,6651.91000000,113.19329600,753863.73813431
"12/18/2019, 3:47:00 PM",6651.92000000,6662.38000000,6651.91000000,6657.84000000,39.78051700,264861.39898445
"12/18/2019, 3:48:00 PM",6659.06000000,6660.51000000,6653.65000000,6654.31000000,27.38020400,182261.30470536
"12/18/2019, 3:49:00 PM",6655.37000000,6655.37000000,6644.50000000,6655.24000000,34.67724400,230600.76109613
"12/18/2019, 3:50:00 PM",6655.24000000,6655.24000000,6644.42000000,6646.38000000,26.81419500,178321.46712974
"12/18/2019, 3:51:00 PM",6648.67000000,6649.99000000,6640.66000000,6640.99000000,30.00813400,199429.38076692
"12/18/2019, 3:52:00 PM",6641.01000000,6648.09000000,6641.01000000,6643.72000000,13.56768900,90146.73458055
"12/18/2019, 3:53:00 PM",6643.72000000,6647.01000000,6643.08000000,6645.93000000,8.12334200,53981.40755640
"12/18/2019, 3:54:00 PM",6645.91000000,6645.92000000,6639.37000000,6640.93000000,22.05065500,146463.10843014
"12/18/2019, 3:55:00 PM",6641.61000000,6641.97000000,6637.07000000,6638.71000000,22.25158100,147761.78811182
"12/18/2019, 3:56:00 PM",6638.71000000,6639.38000000,6635.20000000,6636.61000000,15.11558200,100333.64986137
"12/18/2019, 3:57:00 PM",6637.02000000,6638.87000000,6636.50000000,6636.56000000,9.98268900,66260.89258133
"12/18/2019, 3:58:00 PM",6636.57000000,6636.88000000,6633.00000000,6633.93000000,25.34373600,168153.16519801
"12/18/2019, 3:59:00 PM",6633.00000000,6638.48000000,6632.39000000,6634.09000000,36.28068900,240705.53889883
"12/18/2019, 4:00:00 PM",6634.09000000,6637.98000000,6632.54000000,6634.25000000,36.75642800,243883.98104184
"12/18/2019, 4:01:00 PM",6635.03000000,6639.03000000,6635.03000000,6637.42000000,17.68946500,117410.31712126
"12/18/2019, 4:02:00 PM",6637.73000000,6639.51000000,6636.97000000,6638.82000000,32.13095800,213283.52559249
"12/18/2019, 4:03:00 PM",6638.82000000,6639.93000000,6635.05000000,6635.85000000,17.02351800,112998.64751700
"12/18/2019, 4:04:00 PM",6636.00000000,6638.00000000,6635.29000000,6637.54000000,11.11876800,73788.33196233
"12/18/2019, 4:05:00 PM",6637.58000000,6640.84000000,6637.58000000,6640.05000000,27.97251800,185726.67057610
"12/18/2019, 4:06:00 PM",6640.84000000,6641.80000000,6639.03000000,6639.03000000,29.15484000,193604.46322237
"12/18/2019, 4:07:00 PM",6639.03000000,6645.78000000,6639.01000000,6644.69000000,41.07780500,272882.80675266
"12/18/2019, 4:08:00 PM",6644.70000000,6653.07000000,6644.59000000,6652.98000000,37.10021900,246708.15538429
"12/18/2019, 4:09:00 PM",6652.57000000,6652.71000000,6647.47000000,6651.51000000,57.53198300,382578.59232888
"12/18/2019, 4:10:00 PM",6651.52000000,6652.27000000,6648.39000000,6648.81000000,26.44935100,175900.91542465
"12/18/2019, 4:11:00 PM",6649.47000000,6649.47000000,6645.24000000,6647.21000000,12.32406700,81924.64997239
"12/18/2019, 4:12:00 PM",6646.11000000,6647.04000000,6645.02000000,6645.98000000,10.01001300,66524.54785521
"12/18/2019, 4:13:00 PM",6646.00000000,6650.58000000,6645.71000000,6649.90000000,21.76637100,144701.12427124
"12/18/2019, 4:14:00 PM",6650.43000000,6652.28000000,6650.01000000,6650.31000000,12.15070500,80810.22240860
"12/18/2019, 4:15:00 PM",6650.23000000,6650.24000000,6645.45000000,6646.42000000,29.35038500,195149.36073362
"12/18/2019, 4:16:00 PM",6646.07000000,6647.62000000,6645.08000000,6645.08000000,15.31157800,101764.53111447
"12/18/2019, 4:17:00 PM",6646.20000000,6647.00000000,6645.00000000,6645.88000000,17.56890600,116756.19024712
"12/18/2019, 4:18:00 PM",6646.98000000,6650.34000000,6646.21000000,6650.34000000,10.69760200,71113.40052841
"12/18/2019, 4:19:00 PM",6650.21000000,6654.39000000,6649.64000000,6653.96000000,23.15001200,154005.78588910
